affiliate,local,aff_state,aff_council,aff_local,aff_chapter,aff_name,Industry,Jurisdiction,Employer,Function,single_ocptn,Org_type
C31,3212,IL,31,3212,,Victor C. Neumann Association,Health Care,Single Entity,Religious Association,Mental Health,Multiple,Private Or Indp Entity
L1000,835,NY,,1000,835,Victor Central School District Non Instructional,K-12 Schools,City,School District,Daily Operations,Multiple,Public
C5,3558,MN,5,3558,,Viewcrest Health Center Clerical And Nursing Employees,Health Care,Single Entity,Health Center,Health,Multiple,Private Or Indp Entity
C40,474,WI,40,474,,Vilas County Courthouse,Courts,County,County Court,Adult Detention,Multiple,Public
C31,964,IL,31,964,,Villa Park Village,Public Administration,Village,Village,Daily Operations,Multiple,Public
C4,393,CT,4,393,,"Village Improvement Association Of West Haven, Inc.",Public Administration,Single Entity,Association,Knowledge Enrichment,Multiple,Private Or Indp Entity
L1000,834,NY,,1000,834,Village North Syracuse,Utilities & Infrastructure,Village,Village,Public Works,Blue Collar,Public
C8,648,OH,8,648,,Village Of Valley View,Utilities & Infrastructure,Village,Village,Public Works,Multiple,Public
L1000,810,NY,,1000,810,Village Rouses Point,Utilities & Infrastructure,Village,Village,Security & Public Safety,Multiple,Public
C8,3575,OH,8,3575,,Vinton County Sheriff,Law Enforcement,County,County Government,Security & Public Safety,Multiple,Public
L4,36,OH,,4,36,Vinton Local Board Of Education,K-12 Schools,City,Board Of Education,Knowledge Enrichment,Multiple,Public
C65,454,MN,65,454,,Virginia City,Public Administration,City,City Government,Daily Operations,Multiple,Public
C75,3670,OR,75,3670,,Virginia Garcia Memorial Health Center,Health Care,Single Entity,Health Center,Health,Multiple,Private Or Indp Entity
C65,2780,MN,65,2780,,Virginia Independent School District #6076,K-12 Schools,City,School District,Knowledge Enrichment,Multiple,Public
C65,85,MN,65,85,,Virginia Independent School District #706,K-12 Schools,City,School District,Knowledge Enrichment,Multiple,Public
C65,729,MN,65,729,,Virginia Public Utilities Commission,Utilities & Infrastructure,City,Commission,Electric/Gas/Water,Blue Collar,Public
C65,730,MN,65,730,,Virginia Regional Medical Center Lpn Unit,Health Care,Regional,Medical Center,Health,Nurses,Private Or Indp Entity
C65,730,MN,65,730,,Virginia Regional Medical Center Service And Support Unit,Health Care,Regional,Medical Center,Health,Multiple,Private Or Indp Entity
C40,1527,WI,40,1527,,Viroqua City,Utilities & Infrastructure,City,City Government,Public Works,Multiple,Public
C25,1640,MI,25,1640,34,Visiting Nurse Association Of Southeast Michigan Cam Unit,Home Care,Single Entity,Intellectual Disability Caretaker,Health,Multiple,Private Or Indp Entity
C4,1303,CT,4,1303,82,Visiting Nurses Of The Lower Valley Inc.,Health Care,Single Entity,Business,Health,Nurses,Private Or Indp Entity
L1000,,NY,,1000,,Vocational Education Extension Board Veeb,K-12 Schools,City,Vocational Education,Knowledge Enrichment,Multiple,Public
C95,3251,PR,95,3251,,Vocational Rehabilitation Administration,Human Services,State,Department,Institutional Operations,Multiple,Public
C26,1418,DC,26,1418,,Voice Of America,Higher Education,Single Entity,Non-Profit,Knowledge Enrichment,Multiple,Private Or Indp Entity
C1707,215,NY,1707,215,,"Volunteers Of America Greater New York, Inc Crossroads",Human Services,Single Entity,Business,Support Housing And Assistance,Multiple,Private Or Indp Entity
C1707,215,NY,1707,215,,"Volunteers Of America Greater New York, Inc Grasslands Facility",Human Services,Single Entity,Business,Support Housing And Assistance,Multiple,Private Or Indp Entity
C1707,,NY,1707,,,"Volunteers Of America Greater New York, Inc. Valhalla",Public Administration,Regional,Business,Daily Operations,Multiple,Private Or Indp Entity
C4,1303,CT,4,1303,258,Voluntown Town Hall And Highway Department,Public Administration,Town,Town Hall,Daily Operations,Blue Collar,Public
C979,850,FL,979,850,,Volusia County School Board,K-12 Schools,County,School Board,Knowledge Enrichment,Multiple,Public
C65,3542,MN,65,3542,,Wabasha County Board Of Commissioners,Public Administration,County,Commission,Finance & Taxation,Multiple,Public
C65,3533,MN,65,3533,,Wabasha County Highway Department,Utilities & Infrastructure,County,Department,Public Works,Highway Employees,Public
C65,3542,MN,65,3542,,Wabasha County Social Services Unit,Human Services,County,County Government,Social Services,Multiple,Public
C65,2381,MN,65,2381,,Wabasso Independent School District #640,K-12 Schools,City,School District,Knowledge Enrichment,Multiple,Public
C93,2885,MA,93,2885,,Wachusett Regional School District Clerical,K-12 Schools,Regional,School District,Clerical/Admin,Clerical Employees,Public
C93,2885,MA,93,2885,,Wachusett Regional School District Custodial,K-12 Schools,Regional,School District,Buildings And Grounds,Custodians,Public
C65,210,MN,65,210,,Wadena City Police Department,Law Enforcement,City,Department,Security & Public Safety,Multiple,Public
C65,210,MN,65,210,,Wadena City Street And Sewer Department,Utilities & Infrastructure,City,Department,Infrastructure,Blue Collar,Public
C65,210,MN,65,210,,Wadena County Developmental Achievement Center Inc.,Health Care,Single Entity,Intellectual Disability Caretaker,Mental Health,Multiple,Private Or Indp Entity
C65,210,MN,65,210,,Wadena/Deer Creek Independent School District #2155,K-12 Schools,City,School District,Knowledge Enrichment,Multiple,Public
C8,265,OH,8,265,,Wadsworth City,Public Administration,City,City Government,Daily Operations,Multiple,Public
L646,,HI,,646,,Wahiawa General Hospital,Health Care,Single Entity,Hospital,Health,Multiple,Private Or Indp Entity
C2,1557,WA,2,1557,,Wahkiakum County,Public Administration,County,County Government,Daily Operations,Multiple,Public
C25,992,MI,25,992,4,Wakefield City,Public Administration,City,City Government,Daily Operations,Multiple,Public
C93,3117,MA,93,3117,,Wakefield School Committee Cafeteria,K-12 Schools,City,School Committee,Food Services,Cafeteria Workers,Public
C93,3117,MA,93,3117,,Wakefield School Committee Clerical,K-12 Schools,City,School Committee,Clerical/Admin,Clerical Employees,Public
C93,3117,MA,93,3117,,Wakefield School Committee Maintenance And Operations,K-12 Schools,City,School Committee,Buildings And Grounds,Custodians,Public
C93,3117,MA,93,3117,,Wakefield Town Clerical,Public Administration,Town,Town,Clerical/Admin,Clerical Employees,Public
L1000,836,NY,,1000,836,Walden Village Including Police Officers,Public Administration,Village,Village,Daily Operations,Multiple,Public
C93,1828,ME,93,1828,,Waldo County Commissioners Communications Division,Emergency Services,County,County Government,Security & Public Safety,Dispatchers,Public
C93,2177,ME,93,2177,,Waldo County General Government Unit,Public Administration,County,County Government,Daily Operations,Multiple,Public
C93,1458,ME,93,1458,3,Waldoboro Town Public Works And Police Departments,Public Administration,Town,Department,Public Works,Multiple,Public
C75,3711,OR,75,3711,,Waldport City,Public Administration,City,City Government,Daily Operations,Multiple,Public
C65,2195,MN,65,2195,,Walker Independent School District #113 Class A Paraprofessionals Aides And Dietary Unit,K-12 Schools,City,School District,Daily Operations,Multiple,Public
C5,3532,MN,5,3532,,Walker Methodist Health Center (Excluding Lpns),Health Care,Single Entity,Health Center,Health,Multiple,Private Or Indp Entity
C5,3532,MN,5,3532,,Walker Methodist Health Center Housekeeping & Laundry,Health Care,Single Entity,Health Center,Buildings And Grounds,Housekeeping & Laundry,Private Or Indp Entity
C5,3532,MN,5,3532,,Walker Methodist Health Center Lpns,Health Care,Single Entity,Health Center,Health,Nurses,Private Or Indp Entity
C65,2195,MN,65,2195,,Walker School District #113 Custodians And Bus Drivers,K-12 Schools,City,School District,Daily Operations,Blue Collar,Public
L1000,836,NY,,1000,836,Walkill Town Unit 1,Public Administration,Town,Town,Daily Operations,Blue Collar,Public
C2,1191,WA,2,1191,W,Walla Walla City,Public Administration,City,City Government,Daily Operations,Multiple,Public
C2,1191,WA,2,1191,WC,Walla Walla County Courthouse,Courts,County,County Court,Adult Detention,Multiple,Public
C2,1191,WA,2,1191,,Walla Walla County Road Crew Department,Utilities & Infrastructure,County,Department,Public Works,Highway Employees,Public
C4,1303,CT,4,1303,60,Wallingford Board Of Education Custodians,K-12 Schools,City,Board Of Education,Buildings And Grounds,Custodians,Public
C4,1183,CT,4,1183,A,Wallingford Housing Authority,Human Services,City,Housing Authority,Housing,Multiple,Public
L1199,C,PA,,1199,C,Wallingford Nursing And Rehabilitation Center,Home Care,Single Entity,Health Center,Nursing Home,Multiple,Private Or Indp Entity
C4,1183,CT,4,1183,,Wallingford Town,Public Administration,Town,Town,Clerical/Admin,Multiple,Public
C15,1570,CT,15,1570,,Wallingford Town Police,Law Enforcement,Town,Police Department,Security & Public Safety,Police Officers,Public
L1000,856,NY,,1000,856,Wallkill Central School District,K-12 Schools,City,School District,Knowledge Enrichment,Multiple,Public
L1000,836,NY,,1000,836,Wallkill Town Unit Ii,Public Administration,Town,Town,Daily Operations,Multiple,Public
C75,3508,OR,75,3508,,Wallowa County Health Care District,Health Care,County,Health District,Health,Multiple,Public
C93,1957,MA,93,1957,,Walpole Library Employees,Public Administration,City,Library,Knowledge Enrichment,Library Workers,Public
C93,1957,MA,93,1957,,Walpole School Committe Secretarial And Clerical,K-12 Schools,City,School Committee,Clerical/Admin,Secretaries,Public
C93,1957,MA,93,1957,,Walpole School Committee Custodial And Maintenance,K-12 Schools,City,School Committee,Custodial And Maintenance,Blue Collar,Public
C93,1957,MA,93,1957,,Walpole School Committee Teachers Aides And Cafeteria Unit,K-12 Schools,City,School Committee,Daily Operations,Multiple,Public
C93,1957,MA,93,1957,,Walpole Town Department Of Public Works,Utilities & Infrastructure,Town,Department,Public Works,Blue Collar,Public
C93,1957,MA,93,1957,,Walpole Town Hall Clerical Employees,Public Administration,Town,Town Hall,Clerical/Admin,Clerical Employees,Public
C93,548,MA,93,548,,Waltham Traffic Supervisors,Transportation,City,City Government,Daily Operations,Supervisors,Public
C40,1925,WI,40,1925,B,Walworth County Courthouse Employees,Courts,County,County Court,Adult Detention,Multiple,Public
C40,2171,WI,40,2171,,Walworth County Delavan-Darien School District,K-12 Schools,City,School District,Daily Operations,Blue Collar,Public
C40,1925,WI,40,1925,C,Walworth County Health And Human Services,Health Care,County,Health Center,Health,Multiple,Public
C40,1925,WI,40,1925,,Walworth County Highway Employees,Utilities & Infrastructure,County,County Government,Public Works,Highway Employees,Public
C40,2171,WI,40,2171,,Walworth County Metropolitan Sewerage District,Utilities & Infrastructure,County,Sewer District,Water Treatment,Water And Sewer Workers,Public
L1000,882,NY,,1000,882,Wantagh Public Library Non Exempt Personnel,Public Administration,City,Library,Knowledge Enrichment,Library Workers,Public
L1000,865,NY,,1000,865,Wantagh Union Free School District Custodial/Maintenance,K-12 Schools,City,School District,Custodial And Maintenance,Blue Collar,Public
C2,1122,WA,2,1122,W,Wapato City,Public Administration,City,City Government,Daily Operations,Multiple,Public
C61,3747,IA,61,3747,,Sergeant Bluff City Clerical,Public Administration,City,City Government,Clerical/Admin,Clerical Employees,Public
C61,3747,IA,61,3747,,Sergeant Bluff Police Officers,Law Enforcement,City,Police Department,Security & Public Safety,Police Officers,Public
L1000,814,NY,,1000,814,Wappinger Town Highway Unit,Utilities & Infrastructure,Town,Town,Public Works,Highway Employees,Public
L1000,867,NY,,1000,867,Wappingers Central School District,K-12 Schools,City,School District,Clerical/Admin,Multiple,Public
L1000,814,NY,,1000,814,Wappingers Falls Village,Utilities & Infrastructure,Village,Village,Public Works,Blue Collar,Public
L1000,814,NY,,1000,814,Wappingers Falls Village Administrative Unit,Public Administration,Village,Village,Daily Operations,Multiple,Public
C93,30,MA,93,30,,Wareham School Cafeteria,K-12 Schools,District,High School,Food Services,Cafeteria Workers,Public
C93,30,MA,93,30,,Wareham School Committee School Bus Drivers And Mechanics,K-12 Schools,District,High School,Transport,Bus Drivers,Public
C93,30,MA,93,30,,Wareham School Custodians,K-12 Schools,District,High School,Buildings And Grounds,Custodians,Public
C93,30,MA,93,30,,Wareham Town Library,Public Administration,Town,Library,Knowledge Enrichment,Library Workers,Public
L1000,836,NY,,1000,836,Warick Valley Central School District,K-12 Schools,City,School District,Knowledge Enrichment,Multiple,Public
L1199,C,PA,,1199,C,Warminister Healthcare Associates D/B/A Majestic Oaks,Health Care,Single Entity,Retirement Home,Nursing Home,Multiple,Private Or Indp Entity
C88,1598,PA,88,1598,B,Warminster Township,Public Administration,Township,Township,Daily Operations,Blue Collar,Public
C88,2289,PA,88,2289,B-1,Warminster Township Administrative Employees,Public Administration,Township,Township,Daily Operations,Multiple,Public
C88,2289,PA,88,2289,B-2,Warminster Township Crossing Guards,K-12 Schools,Township,Township,Security & Public Safety,Crossing Guards,Public
C88,2289,PA,88,2289,A,Warminster Township Free Library,Public Administration,Township,Library,Knowledge Enrichment,Library Workers,Public
C25,1250,MI,25,1250,,Warren City,Utilities & Infrastructure,City,City Government,Public Works,Multiple,Public
C8,74,OH,8,74,,Warren City,Public Administration,City,City Government,Daily Operations,Multiple,Public
C8,2501,OH,8,2501,,Warren City Management,Public Administration,City,City Government,Professional,Supervisors,Public
L4,288,OH,,4,288,Warren City School District,K-12 Schools,City,School District,Daily Operations,Blue Collar,Public
C25,1917,MI,25,1917,39,Warren City Supervisors,Public Administration,City,City Government,Professional,Supervisors,Public
C25,1815,MI,25,1815,,Warren Consolidated School Board Of Education,K-12 Schools,City,Board Of Education,Knowledge Enrichment,Multiple,Public
C25,1346,MI,25,1346,,Warren Consolidated Schools,K-12 Schools,City,School District,Knowledge Enrichment,Multiple,Public
L11,8330,OH,,11,8330,Warren Correctional Institution,Corrections,Single Entity,Incarceration Facility,Adult Detention,Multiple,Public
C31,3762,IL,31,3762,,Warren County,Public Administration,County,County Government,Daily Operations,Multiple,Public
C73,3287,NJ,73,3287,,Warren County,Public Administration,County,County Government,Daily Operations,Multiple,Public
L4,302,OH,,4,302,Warren County Board Of Mental Retardation And Developmental Disabilities,Health Care,County,County Government,Mental Health,Multiple,Public
C8,9057,OH,8,9057,,Warren County Engineer And Highway,K-12 Schools,County,County Government,Construction,Multiple,Public
L1000,857,NY,,1000,857,Warren County General,Public Administration,County,County Government,Daily Operations,Multiple,Public
C61,3747,IA,61,3747,,Sergeant Bluff Public Works,Utilities & Infrastructure,City,City Government,Public Works,Blue Collar,Public
C85,2446,PA,85,2446,B,Warren County Sheriffs Department,Law Enforcement,County,Sheriff'S Department,Security & Public Safety,Multiple,Public
C73,671,NJ,73,671,,Warren County Supervisors,Public Administration,County,County Government,Professional,Supervisors,Public
C85,2446,PA,85,2446,A,Warren General Hospital,Health Care,Single Entity,Hospital,Health,Multiple,Public
L4,408,OH,,4,408,Warren Local School District,K-12 Schools,City,School District,Knowledge Enrichment,Multiple,Public
L11,,OH,,11,,Warren Township Roads Department,Utilities & Infrastructure,Township,Department,Public Works,Highway Employees,Public
C25,1675,MI,25,1675,12,Warren Woods Public Schools Maintenance And Custodial,K-12 Schools,City,School District,Custodial And Maintenance,Blue Collar,Public
C66,1046,NY,66,1046,,Warrensburg Blue Collar,Public Administration,City,City Government,Daily Operations,Blue Collar,Public
L1000,857,NY,,1000,857,Warrensburg Central School District,K-12 Schools,City,School District,Knowledge Enrichment,Multiple,Public
L4,"318, 368",OH,,4,"318, 368",Warrensville Heights City Schools,K-12 Schools,City,School District,Knowledge Enrichment,Multiple,Public
C75,2746,OR,75,2746,,Warrenton City,Public Administration,City,City Government,Daily Operations,Multiple,Public
C75,2746,OR,75,2746,1,Warrenton Police Department,Law Enforcement,City,Department,Security & Public Safety,Multiple,Public
L1000,861,NY,,1000,861,Warsaw Village,Public Administration,Village,Village,Daily Operations,Blue Collar,Public
L1000,,NY,,1000,,Warsaw Village Police Department,Law Enforcement,Village,Department,Security & Public Safety,Multiple,Public
C94,1651,RI,94,1651,,Warwick City,Public Administration,City,City Government,Daily Operations,Multiple,Public
L1000,836,NY,,1000,836,Warwick Town Non-Exempt Personnel,Public Administration,Town,Town,Daily Operations,Multiple,Public
C65,2438,MN,65,2438,,Waseca County Courthouse And Human Services Unit,Courts,County,County Court,Adult Detention,Multiple,Public
C65,2438,MN,65,2438,,Waseca County Highway Maintenance Landfill And Survey Department,Utilities & Infrastructure,County,Department,Public Works,Multiple,Public
C40,2816,WI,40,2816,,Washburn County Professional Technical And Clerical Employees,Public Administration,County,County Government,Clerical/Admin,Multiple,Public
C31,919,IL,31,919,,Washington & Jane Smith Community-Beverly D/B/A Smith Village,Health Care,Village,Village,Health,Multiple,Private Or Indp Entity
C20,2290,DC,20,2290,,Washington Convention And Sports Authority T/A Events Dc,Public Administration,Recreation Facility,Convention Center,Parks & Rec,Multiple,Public
L4,763,OH,,4,763,Washington County Board Of Development Disabilities,Health Care,County,County Government,Mental Health,Multiple,Public
C8,772,OH,8,772,B,Washington County Child Support Enforcement Agency,Human Services,County,County Government,Youth Services,Clerical Employees,Public
C75,3913,OR,75,3913,,Washington County Corrections,Corrections,County,Incarceration Facility,Adult Detention,Multiple,Public
C8,772,OH,8,772,,Washington County Department Of Job And Family Services,Human Services,County,Department,Job And Family Services,Multiple,Public
C5,517,MN,5,517,,Washington County Exempt Employee Unit,Public Administration,County,County Government,Professional,Professional,Public
C67,2677,MD,67,2677,,Washington County Highway Solid Waste Transportation Fire And Rescue,Public Administration,County,County Government,Sanitation,Multiple,Public
C8,3809,OH,8,3809,,Washington County Home/Washington County Commissioners,Home Care,Single Entity,Retirement Home,Convalescence/Old Aged Care,Multiple,Private Or Indp Entity
C5,517,MN,5,517,,Washington County Housing And Redevelopment Authority,Human Services,County,Housing Authority,Housing,Multiple,Public
L1000,858,NY,,1000,858,Washington County Municipal Center,Public Administration,Recreation Facility,Convention Center,Parks & Rec,Multiple,Public
C5,517,MN,5,517,,Washington County Non-Exempt Employee Unit,Public Administration,County,County Government,Daily Operations,Multiple,Public
C84,3046,PA,84,3046,,Washington County Probation Service,Probation And Parole,County,County Government,Rehabilitation,Professional,Public
C82,3822,NY,82,3822,,Washington County Sheriffs Department,Law Enforcement,County,Sheriff'S Department,Security & Public Safety,Multiple,Public
L1000,858,NY,,1000,858,Washington County White Collar,Public Administration,County,County Government,Professional,Multiple,Public
L4,279,OH,,4,279,Washington Local Board Of Education,K-12 Schools,City,Board Of Education,Knowledge Enrichment,Multiple,Public
C28,,WA,28,,,Washington State General Employees,Public Administration,State,State Government,Institutional Operations,Multiple,Public
C28,,WA,28,,,Washington State Higher Education Community College Coalition,Higher Education,State,Community College,Daily Operations,Multiple,Public
C28,1671,WA,28,1671,,Washington State Language Access Providers,Human Services,State,State Government,Special Education/Needs,Professional,Public
C67,2898,MD,67,2898,,Washington Suburban Sanitary Commission,Utilities & Infrastructure,Regional,Sanitation Authority,Sanitation,Multiple,Public
C71,3303,NJ,71,3303,L,Washington Township,Public Administration,Township,Township,Clerical/Admin,Multiple,Public
C71,3303,NJ,71,3303,A,Washington Township Public Works,Utilities & Infrastructure,Township,Township,Public Works,Blue Collar,Public
C8,101,OH,8,101,,Washington Township Public Works Department,Utilities & Infrastructure,Township,Department,Public Works,Blue Collar,Public
C28,1488,WA,28,1488,,Washington University,Higher Education,Single Entity,University,Knowledge Enrichment,Multiple,Public
C28,1488,WA,28,1488,,Washington University Police Management,Higher Education,Single Entity,University,Security & Public Safety,Supervisors,Public
C28,1488,WA,28,1488,,Washington University Unit 1 And 11,Higher Education,Single Entity,University,Knowledge Enrichment,Multiple,Public
C17,2680,LA,17,2680,,Washington-St. Tammany Hospital,Health Care,Single Entity,Hospital,Health,Multiple,Public
L1000,836,NY,,1000,836,Washingtonville Central School District,K-12 Schools,City,School District,Knowledge Enrichment,Multiple,Public
C2,307,WA,2,307,W,Washougal City,Public Administration,City,City Government,Daily Operations,Multiple,Public
C25,1921,MI,25,1921,,Washtenaw Community College,Higher Education,Single Entity,Community College,Daily Operations,Blue Collar,Public
C25,2733,MI,25,2733,4,Washtenaw County Family Court Divisions Juvenile Center Supervisors,Corrections,County,Incarceration Facility,Juvenile Detention,Supervisors,Public
C25,2733,MI,25,2733,5,Washtenaw County Juvenile Detention,Corrections,County,Incarceration Facility,Juvenile Detention,Multiple,Public
C25,2733,MI,25,2733,6,Washtenaw County Road Commission,Utilities & Infrastructure,County,Road Commission,Public Works,Highway Employees,Public
C25,3052,MI,25,3052,12,Washtenaw County Supervisors,Public Administration,County,County Government,Professional,Supervisors,Public
C25,2733,MI,25,2733,3,Washtenaw County Trail Court Unit C,Courts,County,County Court,Adult Detention,Multiple,Public
C25,2733,MI,25,2733,1,Washtenaw County Unit A,Emergency Services,County,County Government,Security & Public Safety,Professional,Public
C25,2733,MI,25,2733,2,Washtenaw County Unit B,Public Administration,County,County Government,Daily Operations,Multiple,Public
L1902,,CA,,1902,,Water Replenishment District Of Southern California,Utilities & Infrastructure,Regional,Water District,Water Treatment,Water And Sewer Workers,Public
C4,2090,CT,4,2090,,Waterbury City,Public Administration,City,City Government,Daily Operations,Multiple,Public
C4,353,CT,4,353,,Waterbury City Blue Collar Unit,Public Administration,City,City Government,Daily Operations,Multiple,Public
L1199,CHCA,CT,,1199,CHCA,Waterbury City Nurse Supervisor Bargaining Unit,Health Care,City,City Government,Health,Nurses,Public
L1199,CHCA,CT,,1199,CHCA,Waterbury City Public Health Nurses,Health Care,City,City Government,Health,Nurses,Public
L1199,CHCA,CT,,1199,CHCA,Waterbury Hospital Rns & Lpns Unit 10,Health Care,Single Entity,Hospital,Health,Nurses,Private Or Indp Entity
C4,1303,CT,4,1303,209,Waterford Board Of Education Paraprofessionals,K-12 Schools,City,Board Of Education,Daily Operations,Multiple,Public
C4,1303,CT,4,1303,37,Waterford Town,Public Administration,Town,Town,Clerical/Admin,Multiple,Public
C40,67,WI,40,67,,Waterford Town Department Of Public Works,Utilities & Infrastructure,Town,Department,Public Works,Multiple,Public
C82,9200,NY,82,9200,,Waterford Town Police,Law Enforcement,Town,Town,Security & Public Safety,Multiple,Public
L1000,864,NY,,1000,864,Waterford-Halfmoon Union Free School District,K-12 Schools,City,School District,Knowledge Enrichment,Multiple,Public
L1000,66,NY,,1000,66,Waterfront Commission Of New York Harbor,Public Administration,Regional,Commission,Transport,Habor Operations,Public
C31,39,IL,31,39,,Waterloo City,Public Administration,City,City Government,Daily Operations,Multiple,Public
C31,1195,IL,31,1195,,Waterloo City Engineers Planning Group,Utilities & Infrastructure,City,City Government,Public Works,Engineers,Public
C31,1195,IL,31,1195,,Waterloo City Police Lieutenants & Code Enforcement,Law Enforcement,City,Police Department,Security & Public Safety,Police Officers,Public
C61,3847,IA,61,3847,,Story County Community Life Program,Human Services,County,Non-Profit,Job And Family Services,Multiple,Public
L4,575,OH,,4,575,Waterloo Local School District,K-12 Schools,City,School District,Daily Operations,Blue Collar,Public
L1199,J,NJ,,1199,J,Waters Edge Healthcare And Rehabilitation Center,Health Care,Single Entity,Health Center,Rehabilitation,Multiple,Private Or Indp Entity
C25,992,MI,25,992,11,Watersmeet Township,Public Administration,Township,Township,Daily Operations,Multiple,Public
C25,992,MI,25,992,11,Watersmeet Township,Public Administration,Township,Township,Daily Operations,Multiple,Public
C4,1049,CT,4,1049,,Watertown Board Of Education Cafeteria,K-12 Schools,City,Board Of Education,Food Services,Cafeteria Workers,Public
C4,1049,CT,4,1049,,"Watertown Board Of Education Custodial, Maintenance & Technical",K-12 Schools,City,Board Of Education,Custodial And Maintenance,Blue Collar,Public
C4,1303,CT,4,1303,262,Watertown Board Of Education School Nurses,K-12 Schools,City,Board Of Education,Health,Nurses,Public
C4,1303,CT,4,1303,139,Watertown Board Of Education Secretaries,K-12 Schools,City,Board Of Education,Clerical/Admin,Secretaries,Public
L1000,823,NY,,1000,823,Watertown City,Public Administration,City,City Government,Daily Operations,Multiple,Public
C59,2488,SD,59,2488,,Watertown City,Public Administration,City,City Government,Daily Operations,Multiple,Public
L1000,823,NY,,1000,823,Watertown City School District Custodial And Maintenance,K-12 Schools,City,School District,Custodial And Maintenance,Blue Collar,Public
C40,655,WI,40,655,E,Watertown City Water And Wastewater,Utilities & Infrastructure,City,City Government,Water Treatment,Water And Sewer Workers,Public
C4,1303,CT,4,1303,67,Watertown Fire District,Emergency Services,District,Fire District,Security & Public Safety,Firefighters,Public
C4,1303,CT,4,1303,38,Watertown Town Department Of Public Works,Public Administration,Town,Department,Public Works,Multiple,Public
C93,2436,MA,93,2436,,Watertown Town Library,Public Administration,Town,Library,Knowledge Enrichment,Library Workers,Public
C15,541,CT,15,541,,Watertown Town Police,Law Enforcement,Town,Police Department,Security & Public Safety,Police Officers,Public
L1199,J,NJ,,1199,J,Waterview Nursing Home,Home Care,Single Entity,Retirement Home,Nursing Home,Multiple,Private Or Indp Entity
C93,2178,ME,93,2178,0,Waterville Board Of Education Bus Drivers Unit,K-12 Schools,City,Board Of Education,Transport,Bus Drivers,Public
C93,2178,ME,93,2178,0,Waterville Board Of Education Maintenance Custodian And Cafeteria Unit,K-12 Schools,City,Board Of Education,Daily Operations,Blue Collar,Public
C65,2439,MN,65,2439,,Waterville City,Public Administration,City,City Government,Daily Operations,Multiple,Public
C93,2011,ME,93,2011,8,Waterville City General Government Unit,Public Administration,City,City Government,Daily Operations,Multiple,Public
L1000,801,NY,,1000,801,Watervliet City,Public Administration,City,City Government,Daily Operations,Multiple,Public
L1000,801,NY,,1000,801,Watervliet Housing Authority,Human Services,City,Housing Authority,Housing,Multiple,Public
L1000,849,NY,,1000,849,Watkins Glen Central School District Transportation,K-12 Schools,City,School District,Transport,Bus Drivers,Public
L1000,849,NY,,1000,849,Watkins Glen School Board Support Employees,K-12 Schools,City,School Board,Knowledge Enrichment,Multiple,Public
C65,1204,MN,65,1204,,Watonwan County,Public Administration,County,County Government,Daily Operations,Blue Collar,Public
C86,3133,PA,86,3133,B,Watsontown Borough,Public Administration,Borough,Borough,Daily Operations,Multiple,Public
C65,3265,MN,65,3265,,Waubun-Ogema- White Earth Independent School District #435,K-12 Schools,City,School District,Knowledge Enrichment,Multiple,Public
C65,568,MN,65,568,,Waubun-Ogema-White Earth Community Schools Independent District #435,K-12 Schools,City,School District,Knowledge Enrichment,Multiple,Public
C31,2904,IL,31,2904,,Wauconda Village,Public Administration,Village,Village,Daily Operations,Multiple,Public
C31,2837,IL,31,2837,,Waukegan City,Public Administration,City,City Government,Daily Operations,Multiple,Public
C40,2494,WI,40,2494,,Waukesha County,Public Administration,County,County Government,Daily Operations,Multiple,Public
C40,1365,WI,40,1365,,Waukesha County Park And Planning Department,Environmental Stewardship,County,Department,Parks & Rec,Blue Collar,Public
C40,2494,WI,40,2494,,Waukesha County Public Health Nurses,Public Administration,County,County Government,Health,Nurses,Public
C40,902,WI,40,902,,Waukesha County Social Workers,Human Services,County,County Government,Social Services,Social Workers,Public
C40,2485,WI,40,2485,,Waukesha School Board Educational Assistants,K-12 Schools,City,School Board,Knowledge Enrichment,Educators,Public
C40,2485,WI,40,2485,,Waukesha School Board Food Services,K-12 Schools,City,Board Of Education,Food Services,Cafeteria Workers,Public
C40,2485,WI,40,2485,,Waukesha School District Clerical,K-12 Schools,City,School District,Clerical/Admin,Clerical Employees,Public
C40,2485,WI,40,2485,,Waukesha School District Educational Assistants,K-12 Schools,City,School District,Knowledge Enrichment,Educators,Public
C40,2485,WI,40,2485,,Waukesha School District Maintenance And Custodial,K-12 Schools,City,School District,Daily Operations,Blue Collar,Public
C40,60,WI,40,60,,Waunakee Community School District Board Of Education,K-12 Schools,City,Board Of Education,Daily Operations,Blue Collar,Public
C40,60,WI,40,60,,Waunakee Village,Public Administration,Village,Village,Daily Operations,Multiple,Public
C40,1756,WI,40,1756,,Waupaca City Dispatchers,Emergency Services,City,City Government,Security & Public Safety,Dispatchers,Public
C40,2771,WI,40,2771,,Waupaca County Corrections Officers,Corrections,County,Incarceration Facility,Adult Detention,Officers,Public
C40,1756,WI,40,1756,,Waupaca County Highway Department,Utilities & Infrastructure,County,Department,Public Works,Highway Employees,Public
C40,2771,WI,40,2771,,Waupaca County Law Enforcement Officers Assoc.,Law Enforcement,County,County Government,Security & Public Safety,Multiple,Public
C40,2771,WI,40,2771,,Waupaca County Professional & Non-Professional Employees,Public Administration,County,County Government,Daily Operations,Multiple,Public
